id,title,release_date,popularity,vote_average,vote_count
6964,Something's Gotta Give,2003-12-12,15.672,6.6,1548
1729,The Forbidden Kingdom,2008-04-17,38.027,6.622,1658
334524,Gold,2016-02-03,18.158,6.621,1592
62835,Colombiana,2011-07-27,34.393,6.621,2538
22970,The Cabin in the Woods,2012-04-12,42.51,6.621,7718
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,56.261,6.621,6265
614479,Insidious: The Red Door,2023-07-05,58.343,6.62,1637
267999,White God,2014-06-12,11.149,6.62,313
192577,Space Pirate Captain Harlock,2013-09-07,25.977,6.62,1008
6639,Love in the Time of Cholera,2007-10-04,19.267,6.62,372
1266,Street Kings,2008-04-10,35.127,6.62,1453
727293,The Tender Bar,2021-12-17,12.625,6.6,521
535167,The Wandering Earth,2019-02-05,30.406,6.619,925
13967,Miss Potter,2006-12-03,28.698,6.6,480
774825,The Ice Age Adventures of Buck Wild,2022-01-28,53.794,6.618,1678
532938,The Shiny Shrimps,2019-05-08,11.82,6.618,427
420426,Bleach,2018-07-20,14.957,6.617,532
241855,Spring,2014-10-08,13.452,6.616,677
177494,Veronica Mars,2014-03-13,19.698,6.617,1048
20306,Swimming with Sharks,1994-09-10,10.813,6.617,304
575428,The Wild Goose Lake,2019-12-06,9.672,6.616,331
245916,Kill the Messenger,2014-10-09,18.631,6.616,829
2605,Short Circuit,1986-05-09,25.378,6.616,1443
80321,Madagascar 3: Europe's Most Wanted,2012-06-06,59.704,6.614,6043
11515,Goya's Ghosts,2006-11-08,14.481,6.615,470
11412,The Long Kiss Goodnight,1996-10-11,21.26,6.6,1152
579047,Reminiscence,2021-08-18,20.78,6.614,1726
50837,Martha Marcy May Marlene,2011-10-21,14.776,6.614,722
8649,Bringing Out the Dead,1999-10-22,15.685,6.614,1045
823766,The Wonder,2022-11-02,15.173,6.613,776
405177,"Where'd You Go, Bernadette",2019-08-16,12.243,6.6,639
9529,Candyman,1992-10-16,28.035,6.613,1562
29963,Bright Star,2009-09-18,8.358,6.612,437
5486,A Bay of Blood,1971-09-08,18.622,6.607,354
15742,Taxidermia,2006-08-23,17.84,6.6,307
547565,The Night House,2021-07-15,24.389,6.611,1098
15742,Taxidermia,2006-08-23,17.84,6.6,307
431819,Fireworks,2017-08-18,19.851,6.6,333
27936,Micmacs,2009-10-28,10.377,6.61,578
10687,Tigerland,2000-10-06,12.748,6.611,548
481084,The Addams Family,2019-10-10,56.235,6.609,2270
10875,The Fabulous Baker Boys,1989-10-13,12.528,6.609,321
166,The Party,1980-12-17,17.332,6.609,1100
581726,Infinite,2021-09-09,45.299,6.608,1753
483104,A Christmas Prince,2017-11-17,13.202,6.608,1416
480857,Radioactive,2020-03-11,20.511,6.608,811
448119,Dolittle,2020-01-02,29.69,6.608,3580
44865,The Grandmaster,2013-01-10,20.802,6.6,850
21755,The Brothers Bloom,2008-09-09,14.843,6.608,610
10664,[REC]²,2009-09-15,19.461,6.608,1942
454467,Noelle,2019-11-12,11.773,6.607,628
20178,World's Greatest Dad,2009-08-20,16.461,6.607,579
11884,The Last Starfighter,1984-07-13,17.667,6.607,670
5486,A Bay of Blood,1971-09-08,18.622,6.607,354
845783,Baghead,2023-12-28,69.714,6.617,313
601666,I Care a Lot,2021-02-19,23.395,6.606,2621
241239,A Most Violent Year,2014-12-31,34.82,6.6,1378
70954,The Hunter,2011-10-06,14.947,6.6,634
12185,Heaven Can Wait,1978-06-28,11.779,6.606,387
12151,Ruthless People,1986-06-26,12.164,6.606,395
10952,New Jack City,1991-03-08,20.328,6.606,512
9346,Risky Business,1983-08-05,24.814,6.6,1256
8874,My Best Friend's Wedding,1997-06-19,22.455,6.6,2588
3877,Things We Lost in the Fire,2007-09-26,12.304,6.606,341
720755,The Kid Detective,2020-10-16,13.177,6.605,396
39781,The Kids Are All Right,2010-07-09,9.528,6.6,1446
33408,The Crush,1993-04-02,19.58,6.605,489
8834,Conspiracy Theory,1997-08-08,18.821,6.6,1425
1562,28 Weeks Later,2007-04-26,39.852,6.604,4204
8738,The Final Countdown,1980-01-31,19.61,6.603,578
706503,Lost Bullet,2020-06-19,13.57,6.602,775
632357,The Unholy,2021-03-31,43.356,6.602,2120
544,There's Something About Mary,1998-07-15,30.389,6.602,4857
529862,Brittany Runs a Marathon,2019-08-23,13.881,6.601,470
109421,Side Effects,2013-02-07,21.073,6.601,3026
14029,Demons,1985-10-04,17.362,6.601,542
11635,Old School,2003-02-21,60.999,6.601,1790
3525,Working Girl,1988-12-20,23.609,6.6,923
529862,Brittany Runs a Marathon,2019-08-23,13.881,6.601,470
9532,Final Destination,2000-03-17,61.435,6.6,5501
653744,Sergio,2020-01-28,9.807,6.599,324
10484,The ComDads,1983-11-23,9.08,6.599,387
9944,The Pelican Brief,1993-09-17,18.364,6.599,1522
5879,In the Realm of the Senses,1976-09-15,46.774,6.6,604
3635,Girl with a Pearl Earring,2003-12-12,22.425,6.6,1342
2123,"Me, Myself & Irene",2000-06-22,81.924,6.599,3786
644495,House of Gucci,2021-11-24,43.199,6.598,3044
433422,Fairy Tail: Dragon Cry,2017-05-06,22.729,6.6,397
21407,The Collector,2009-07-09,28.611,6.598,1435
8005,Robin Hood: Men in Tights,1993-07-28,25.429,6.598,2030
206408,Chinese Puzzle,2013-12-04,15.403,6.597,668
83899,You're Next,2013-08-22,28.817,6.6,2417
80274,Ender's Game,2013-10-24,29.127,6.6,5728
480001,The Art of Self-Defense,2019-07-12,15.764,6.595,710
428495,The Nile Hilton Incident,2017-06-19,9.704,6.595,343
51917,A Whole Life Ahead,2008-03-28,7.144,6.6,301
51917,A Whole Life Ahead,2008-03-28,7.144,6.6,301
23439,House of Usher,1960-07-20,12.062,6.6,304
512,Scoop,2006-07-27,15.36,6.595,1602
215,Saw II,2005-10-28,36.506,6.595,5268
617502,Jolt,2021-07-15,41.322,6.594,1226
396422,Annabelle: Creation,2017-08-03,62.201,6.594,5524
9352,EuroTrip,2004-02-20,38.931,6.594,2509
9093,The Four Feathers,2002-09-08,16.713,6.594,517
967585,Alibi.com 2,2023-02-08,21.666,6.593,392
412656,Chaos Walking,2021-02-24,22.096,6.593,2238
345009,Mine,2016-10-06,49.883,6.593,1276
300673,The Finest Hours,2016-01-27,17.631,6.593,1574
253306,Housebound,2014-09-04,12.37,6.593,816
136795,The Heat,2013-06-27,36.183,6.593,3873
12150,Sea of Love,1989-09-15,13.974,6.6,602
10398,Double Jeopardy,1999-09-24,36.862,6.6,1295
10264,Hamlet,1990-12-19,9.89,6.6,394
6972,Australia,2008-11-18,24.168,6.593,2246
5780,Torn Curtain,1966-07-15,12.339,6.593,560
575776,Saint Maud,2020-10-09,20.351,6.592,698
311291,45 Years,2015-08-04,10.816,6.592,722
15613,Fire in the Sky,1993-03-12,23.768,6.592,570
8066,Stay,2005-09-24,15.507,6.588,1296
617502,Jolt,2021-07-15,41.322,6.594,1226
12165,The Burning Plain,2008-11-07,23.026,6.6,419
68817,Footloose,2011-10-06,23.48,6.59,1621
50456,Hanna,2011-04-07,16.214,6.59,3313
1139829,Orion and the Dark,2024-02-01,92.929,6.6,461
462883,Woody Woodpecker,2017-10-05,25.139,6.589,700
458576,Monster Hunter,2020-12-03,40.356,6.589,3243
423204,Angel Has Fallen,2019-08-21,69.028,6.59,3415
332340,Man Up,2015-05-29,9.996,6.589,947
27958,Cruising,1980-02-15,11.924,6.589,518
18126,Hannah Montana: The Movie,2009-04-10,26.678,6.6,1983
10660,It Could Happen to You,1994-07-29,60.259,6.589,760
4105,Black Rain,1989-09-22,16.281,6.589,1060
123,The Lord of the Rings,1978-11-15,37.11,6.6,870
335977,Indiana Jones and the Dial of Destiny,2023-06-25,76.442,6.589,3247
92591,Bernie,2012-04-27,8.511,6.6,897
36819,Time Bandits,1981-07-13,21.498,6.588,975
5680,Elvira: Mistress of the Dark,1988-09-30,22.605,6.6,506
1027073,In the Land of Saints and Sinners,2023-10-06,68.128,6.587,323
12637,"New York, New York",1977-06-21,15.596,6.587,449
8643,The Exorcism of Emily Rose,2005-09-09,31.379,6.587,2717
944,Lethal Weapon 4,1998-07-10,31.35,6.587,2580
834,Underworld: Evolution,2006-01-12,42.875,6.6,3939
622855,Jingle Jangle: A Christmas Journey,2020-11-06,12.217,6.586,505
467936,The Children Act,2018-08-01,10.402,6.586,604
382322,Batman: The Killing Joke,2016-07-24,21.506,6.586,1771
250124,The Diary of a Teenage Girl,2015-08-07,20.206,6.586,716
11372,The Eagle Has Landed,1976-12-24,19.482,6.586,320
626412,Alienoid: The Return to the Future,2024-01-10,102.318,6.585,578
2105,American Pie,1999-07-09,70.109,6.585,7555
736769,They Cloned Tyrone,2023-06-14,16.354,6.584,552
489927,The Kindergarten Teacher,2018-09-23,9.848,6.584,335
487476,Nothing to Hide,2018-10-17,9.415,6.584,1328
113160,My First Time,2012-01-18,9.398,6.584,531
11430,The Lion King 1½,2004-02-06,47.313,6.584,2923
833339,Speak No Evil,2022-03-17,39.113,6.589,673
38410,The Poughkeepsie Tapes,2007-04-27,20.151,6.583,609
13704,License to Drive,1988-07-06,24.223,6.583,357
242042,Barefoot,2014-02-02,12.126,6.582,605
1593,Night at the Museum,2006-12-20,47.665,6.582,10065
1586,Secret Window,2004-03-12,28.235,6.582,3534
511785,Alex Strangelove,2018-04-16,11.638,6.581,1523
239678,This Is Where I Leave You,2014-09-10,20.498,6.581,1290
27324,Pulse,2001-02-03,17.205,6.581,488
577,To Die For,1995-09-22,14.925,6.581,767
10503,Happy-Go-Lucky,2008-04-18,9.398,6.6,438
9463,Vampire Hunter D,1985-12-21,29.586,6.6,467
4564,Sex and the City,2008-05-12,44.762,6.58,2085
157,Star Trek III: The Search for Spock,1984-06-01,21.575,6.58,1339
441282,Night Hunter,2019-08-29,40.644,6.579,854
471506,Greta,2019-02-28,21.456,6.578,1307
410117,Lady Macbeth,2016-12-12,18.517,6.578,737
329712,The Measure of a Man,2015-03-16,6.264,6.578,333
9950,Find Me Guilty,2006-03-16,14.112,6.578,478
411638,The Fury of a Patient Man,2016-09-09,10.013,6.6,423
44945,Trust,2010-09-10,15.778,6.577,918
44048,Unstoppable,2010-11-04,42.694,6.6,3453
44945,Trust,2010-09-10,15.778,6.577,918
44048,Unstoppable,2010-11-04,42.694,6.6,3453
11064,Brewster's Millions,1985-05-22,14.46,6.577,578
166076,Superman: Unbound,2013-04-23,19.08,6.576,390
413518,Pinocchio,2019-12-19,17.929,6.575,1485
270303,It Follows,2015-02-04,49.303,6.575,6252
9595,Hot Shots!,1991-07-31,33.926,6.575,2123
4413,The Brave One,2007-09-12,17.115,6.575,942
2779,The Curse of the Jade Scorpion,2001-08-05,9.384,6.575,751
164457,Out of the Furnace,2013-11-09,23.094,6.6,1915
64678,The Art of Getting By,2011-06-17,16.342,6.574,1277
51540,Horrible Bosses,2011-07-08,24.617,6.575,6253
20539,The Crucible,1996-11-27,19.947,6.6,484
11183,French Fried Vacation,1978-11-11,8.89,6.574,868
5121,The Sugarland Express,1974-03-31,11.956,6.574,371
1140066,Paradise,2023-06-24,15.982,6.6,558
19405,Recess: School's Out,2001-02-16,24.589,6.573,335
13667,Better Off Dead...,1985-08-23,25.185,6.6,480
11468,The Salton Sea,2002-02-02,11.06,6.573,310
9342,The Mask of Zorro,1998-07-16,39.509,6.573,3932
25059,Homeward Bound II: Lost in San Francisco,1996-03-08,18.495,6.6,459
645788,The Protégé,2021-08-19,24.067,6.571,953
10409,Strictly Ballroom,1992-08-20,13.653,6.6,333
10389,The Eye,2002-05-09,12.357,6.571,404
2978,Ghostbusters II,1989-06-16,49.524,6.571,4334
668,On Her Majesty's Secret Service,1969-12-18,39.261,6.571,1842
800158,The Killer,2023-10-25,40.165,6.569,2017
17689,The Gauntlet,1977-12-17,19.441,6.6,510
15393,Play Misty for Me,1971-10-01,17.329,6.57,484
12775,Flesh + Blood,1985-08-30,21.5,6.6,364
433310,When We First Met,2018-02-09,17.595,6.569,2267
22586,The Swan Princess,1994-11-18,32.342,6.569,945
19898,Pandorum,2009-09-08,27.566,6.569,2317
13922,The Great Raid,2005-08-12,25.791,6.569,334
2882,Hunting & Gathering,2007-03-21,14.245,6.569,394
10803,Logan's Run,1976-06-23,20.307,6.6,915
457136,Mary Queen of Scots,2018-12-07,17.363,6.567,1746
413658,The Warriors Gate,2016-11-18,16.555,6.577,339
48289,The Debt,2010-09-30,9.568,6.567,876
163,Ocean's Twelve,2004-12-09,50.292,6.567,7139
988078,Through My Window: Across the Sea,2023-06-23,51.832,6.566,797
417859,Puss in Boots,2011-10-27,40.136,6.566,3948
171274,Inherent Vice,2014-12-12,20.533,6.565,2443
75174,The Grey,2012-01-26,25.986,6.566,3770
59860,Monte Carlo,2011-07-01,26.486,6.6,2069
39939,Super Troopers,2001-02-15,23.932,6.566,1068
10872,The Ref,1994-03-09,13.339,6.566,319
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,40.935,6.566,13056
1071215,Thanksgiving,2023-11-16,70.245,6.565,1103
585216,Escape Room: Tournament of Champions,2021-07-01,27.311,6.6,1957
667,You Only Live Twice,1967-06-13,37.092,6.565,2131
551804,Freaky,2020-11-12,26.004,6.564,1583
10215,Sliding Doors,1998-04-23,17.172,6.564,1287
6575,Walk Hard: The Dewey Cox Story,2007-12-21,14.399,6.564,657
3049,Ace Ventura: Pet Detective,1994-02-04,25.821,6.564,5704
816,Austin Powers: International Man of Mystery,1997-05-02,37.069,6.564,3325
80389,Get the Gringo,2012-03-15,19.64,6.564,1606
13161,Big Stan,2007-11-03,46.692,6.6,882
11887,High School Musical 3: Senior Year,2008-10-11,28.204,6.563,3413
11281,Halloween II,1981-10-30,28.901,6.56,1959
11887,High School Musical 3: Senior Year,2008-10-11,28.204,6.563,3413
10652,Hamburger Hill,1987-08-07,17.944,6.6,448
7450,Titan A.E.,2000-06-16,17.557,6.563,1061
241259,Alice Through the Looking Glass,2016-05-25,63.255,6.6,6336
70981,Prometheus,2012-05-30,100.35,6.562,12006
12924,The Place Promised in Our Early Days,2004-11-20,23.577,6.562,502
7518,Over the Hedge,2006-05-17,48.955,6.562,4383
348350,Solo: A Star Wars Story,2018-05-15,38.847,6.6,8390
287590,Saint Seiya: Legend of Sanctuary,2014-06-21,46.663,6.561,668
10412,Romper Stomper,1992-03-05,13.463,6.561,491
16538,"I Love You, Man",2009-03-20,21.836,6.6,1672
11281,Halloween II,1981-10-30,28.901,6.56,1959
10947,High School Musical,2006-01-20,26.891,6.56,4517
8488,Hitch,2005-02-11,34.208,6.56,5673
1945,Nell,1994-12-23,13.719,6.56,486
758724,The Cellar,2022-03-25,18.08,6.559,439
398181,You Were Never Really Here,2017-11-08,15.869,6.559,2724
300693,Truth,2015-10-16,11.067,6.559,476
112336,Hitchcock,2012-11-22,15.294,6.559,1481
88005,Seeking a Friend for the End of the World,2012-06-22,13.533,6.559,1990
613099,The Legacy of the Bones,2019-12-05,12.257,6.558,411
425591,I Don't Feel at Home in This World Anymore,2017-01-19,10.609,6.558,1261
12720,Suicide Club,2001-10-29,22.339,6.6,469
10539,James and the Giant Peach,1996-04-12,18.525,6.559,1289
10388,The Limey,1999-10-08,11.169,6.6,416
9429,A Night at the Roxbury,1998-10-01,22.981,6.558,874
438674,Dragged Across Concrete,2018-09-03,28.175,6.6,963
424139,Halloween,2018-10-18,43.21,6.556,4616
244509,Cold in July,2014-05-23,13.059,6.556,720
10414,The Mighty Ducks,1992-10-02,14.321,6.556,861
2788,Reality Bites,1994-02-18,14.913,6.556,710
339408,The Birth of a Nation,2016-09-09,14.432,6.555,521
72431,Red Tails,2012-01-19,25.298,6.555,623
11298,The Howling,1981-01-21,26.003,6.6,742
435921,It’s the Law,2017-01-19,5.955,6.554,744
28260,Return of the Living Dead III,1993-10-01,19.691,6.554,819
11247,A Cinderella Story,2004-07-16,36.696,6.555,3153
10493,Dead Calm,1989-04-07,19.47,6.554,721
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,131.321,6.554,13812
351044,Welcome to Marwen,2018-12-21,16.467,6.553,1114
227156,The Giver,2014-08-13,24.868,6.553,4367
21159,The Last Man on Earth,1964-05-06,19.167,6.542,417
8461,Funny Games,2008-03-14,21.089,6.553,2005
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,46.801,6.553,14414
486131,Shaft,2019-06-14,20.292,6.552,1681
46528,The Warrior's Way,2010-12-01,16.082,6.552,610
19124,Blind Fury,1989-08-17,21.873,6.552,443
10909,Kalifornia,1993-06-24,18.167,6.6,755
10184,He's Just Not That Into You,2009-02-06,44.796,6.552,3582
10800,Dragon Hunters,2008-03-19,16.28,6.551,435
9664,Flyboys,2006-09-22,12.458,6.551,784
6950,Outbreak,1995-03-10,25.89,6.6,2208
544404,Who You Think I Am,2019-02-27,10.937,6.5,317
231576,Wish I Was Here,2014-07-18,17.866,6.549,710
109428,Evil Dead,2013-04-05,38.906,6.549,4519
18331,The Nutty Professor,1963-06-04,22.75,6.5,407
9873,F/X,1986-02-07,12.253,6.5,419
9087,The American President,1995-11-17,17.103,6.549,694
7211,Dan in Real Life,2007-10-26,16.04,6.549,1180
709631,Cobweb,2023-07-19,37.975,6.537,776
565743,The Vast of Night,2019-06-01,11.46,6.5,1004
274857,King Arthur: Legend of the Sword,2017-05-10,38.033,6.549,5613
206647,Spectre,2015-10-26,50.315,6.548,10374
184341,Hands of Stone,2016-08-26,16.446,6.548,396
14429,Drive Me Crazy,1999-10-01,22.717,6.548,375
11300,Something Wild,1986-11-07,12.088,6.548,321
10650,Sudden Impact,1983-12-08,21.643,6.5,869
9035,Slither,2006-03-31,28.356,6.5,1495
517088,Being the Ricardos,2021-12-10,12.358,6.547,614
36586,Blade II,2002-03-22,52.601,6.5,4630
9638,Phantasm,1979-03-28,12.731,6.547,670
5139,The Fox and the Child,2007-12-27,7.576,6.547,340
613349,A Good Doctor,2019-12-11,11.226,6.546,306
351286,Jurassic World: Fallen Kingdom,2018-06-06,71.351,6.545,11633
339259,The Man with the Iron Heart,2017-05-25,17.409,6.5,751
87499,The East,2013-05-31,9.724,6.546,755
21316,Leroy & Stitch,2006-06-23,26.228,6.546,508
17898,Silver Bullet,1985-10-10,22.426,6.546,586
10890,Stripes,1981-06-26,20.818,6.546,882
6283,MouseHunt,1997-12-19,23.514,6.5,1217
4958,The Legend of Bagger Vance,2000-11-02,15.741,6.546,863
1362,The Hobbit,1977-11-27,33.448,6.5,302
293167,Kong: Skull Island,2017-03-08,54.171,6.545,10320
1032823,Trap,2024-07-31,995.176,6.541,823
730769,Some Like It Rare,2021-09-10,11.712,6.5,379
241842,Dead Snow 2: Red vs. Dead,2014-02-12,17.167,6.544,614
16296,Killer Klowns from Outer Space,1988-05-27,34.33,6.547,971
12690,Appaloosa,2008-09-19,20.838,6.544,959
5955,The Pledge,2001-01-19,18.743,6.544,994
522681,Escape Room,2019-01-03,32.556,6.543,4591
503125,Little Monsters,2019-08-29,16.871,6.543,653
264656,The Homesman,2014-05-18,22.435,6.546,774
136400,2 Guns,2013-08-02,36.33,6.5,4066
10052,Dragonfly,2002-02-22,20.051,6.543,840
1127166,The Tearsmith,2024-04-03,121.035,6.544,709
948549,Love Lies Bleeding,2024-03-08,105.455,6.5,470
245700,Mr. Turner,2014-10-31,14.597,6.5,507
1990,Paranoid Park,2007-07-12,15.854,6.542,518
536176,Brexit: The Uncivil War,2019-01-19,9.346,6.541,302
375366,The Girl with All the Gifts,2016-09-23,21.111,6.541,1935
375366,The Girl with All the Gifts,2016-09-23,21.111,6.541,1935
309245,Mistress America,2015-08-14,8.438,6.5,521
12106,The Quick and the Dead,1995-02-09,23.961,6.5,1689
11027,The Postman Always Rings Twice,1981-03-20,19.927,6.5,477
9707,Bubba Ho-tep,2002-06-09,8.567,6.541,591
9276,The Faculty,1998-12-25,30.688,6.54,1924
9255,Hot Shots! Part Deux,1993-05-21,32.684,6.54,1810
347629,Thank You for Your Service,2017-10-26,14.483,6.539,356
12797,Ghost Town,2008-09-19,29.826,6.539,938
3902,I'm Not There,2007-10-01,10.408,6.539,675
48492,Detective Dee and the Mystery of the Phantom Flame,2010-09-18,19.441,6.538,383
25155,The Stepfather,1987-01-23,20.364,6.5,312
16119,Cinderella III: A Twist in Time,2007-02-06,46.481,6.538,1226
709631,Cobweb,2023-07-19,37.975,6.537,776
581600,Spenser Confidential,2020-03-06,21.879,6.537,2251
522938,Rambo: Last Blood,2019-09-19,63.41,6.537,3795
38575,The Karate Kid,2010-06-10,63.761,6.537,5880
14024,Raise Your Voice,2004-08-10,18.555,6.537,818
13062,Boundin',2003-11-04,22.916,6.537,538
9445,Apt Pupil,1998-10-23,15.495,6.537,628
8665,K-19: The Widowmaker,2002-07-19,16.949,6.537,998
6538,Charlie Wilson's War,2007-12-19,18.533,6.537,1446
330,The Lost World: Jurassic Park,1997-05-23,2.251,6.537,8232
594767,Shazam! Fury of the Gods,2023-03-15,88.135,6.536,3008
45132,Super,2010-11-26,16.979,6.536,1528
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,14.225,6.536,905
11364,Regarding Henry,1991-07-10,13.19,6.5,569
9900,Grandma's Boy,2006-01-06,18.151,6.5,644
9689,Hollywood Ending,2002-05-03,13.652,6.536,491
554230,The Lost Daughter,2021-12-15,13.725,6.5,930
401981,Red Sparrow,2018-02-28,40.156,6.535,5853
172386,Return to Nim's Island,2013-03-15,15.497,6.5,631
10818,Water Lilies,2007-05-17,21.691,6.535,401
435,The Day After Tomorrow,2004-05-26,38.874,6.535,7967
649609,Renfield,2023-04-07,32.405,6.534,1534
635744,Jarhead: Law of Return,2019-10-01,20.734,6.534,3338
310135,Turbo Kid,2015-08-14,15.881,6.534,689
274479,Joy,2015-12-24,27.014,6.534,4033
257785,Tulip Fever,2017-07-13,19.794,6.534,677
10502,The Man Without a Face,1993-08-25,12.427,6.5,505
8413,Event Horizon,1997-08-15,41.241,6.5,2757
466081,The Informer,2019-08-30,25.111,6.533,823
14136,The Love Bug,1968-12-23,28.928,6.5,575
10567,Dinosaur,2000-05-19,46.291,6.533,2460
448095,I Still See You,2018-09-27,13.378,6.5,603
125521,Slayers Return,1996-08-03,15.231,6.532,1891
83201,Puss in Boots: The Three Diablos,2012-02-07,44.198,6.532,469
60309,The Conspirator,2011-04-15,12.106,6.532,434
10147,Bad Santa,2003-11-26,17.245,6.532,2090
347626,He's All That,2021-08-27,26.955,6.531,1354
270946,Penguins of Madagascar,2014-11-22,69.479,6.531,4085
53319,What a Beautiful Day,2011-01-05,6.839,6.531,1481
38843,Ramona and Beezus,2010-07-23,14.907,6.5,749
732670,LEGO Star Wars Holiday Special,2020-11-17,12.468,6.53,315
339095,The Last Days of American Crime,2020-06-05,13.871,6.53,809
271724,Hippocrates,2014-09-03,12.292,6.53,467
39371,L'allenatore nel pallone,1984-10-26,6.024,6.53,362
11676,Nothing to Lose,1997-07-18,24.351,6.53,594
8840,DragonHeart,1996-05-31,19.406,6.53,1936
6069,The Witches of Eastwick,1987-06-12,21.891,6.5,1357
595586,Causeway,2022-10-28,18.902,6.529,424
429473,Lou,2022-09-23,16.693,6.529,647
273477,Scouts Guide to the Zombie Apocalypse,2015-10-23,65.73,6.529,1886
146216,RED 2,2013-07-18,36.889,6.529,3956
9768,Cry-Baby,1990-04-06,19.332,6.5,1474
1493,Miss Congeniality,2000-12-22,36.954,6.5,3832
948276,Lost Bullet 2,2022-11-10,20.644,6.528,354
661231,Operation Mincemeat,2022-04-01,14.253,6.528,649
413644,The Son of Bigfoot,2017-07-26,19.454,6.528,478
389868,Seoul Station,2016-08-17,11.581,6.528,426
44129,The Company Men,2010-10-21,12.721,6.528,704
37933,Tales from Earthsea,2006-07-29,24.695,6.528,1293
9399,Lionheart,1990-06-07,42.418,6.5,1016
8696,Calendar Girls,2003-09-02,13.452,6.528,369
799546,Luckiest Girl Alive,2022-09-30,16.362,6.5,805
436274,Radius,2017-07-17,10.458,6.527,637
12437,Underworld: Rise of the Lycans,2009-01-22,48.797,6.5,3561
8868,Asterix vs. Caesar,1985-03-06,18.817,6.5,566
1965,A Perfect Murder,1998-06-05,34.946,6.527,1340
865,The Running Man,1987-11-13,27.881,6.527,2319
864959,The Curse of Bridge Hollow,2022-10-14,16.663,6.526,446
331583,The Whole Truth,2016-03-25,19.941,6.526,1148
309302,Wolf Totem,2015-02-19,11.542,6.5,370
282984,Irrational Man,2015-07-17,13.146,6.526,2340
76338,Thor: The Dark World,2013-10-30,87.061,6.526,17087
11282,Harold & Kumar Go to White Castle,2004-07-02,22.673,6.526,2010
11198,City Hunter,1993-01-01,20.185,6.526,384
10881,Avalon,2001-01-20,10.894,6.526,308
353616,Pitch Perfect 3,2017-12-20,24.924,6.525,3255
68812,The Iceman,2012-09-01,18.674,6.5,995
38093,Just Wright,2010-05-14,14.282,6.525,405
21861,LOL (Laughing Out Loud),2009-02-04,11.039,6.525,1285
13483,Awake,2007-11-28,16.693,6.525,1340
13122,The People Under the Stairs,1991-11-01,26.692,6.525,642
12079,Spun,2003-02-07,13.031,6.525,445
8909,Wanted,2008-06-19,38.456,6.5,6921
27582,The Mechanic,2011-01-13,30.971,6.524,3185
10354,True Crime,1999-03-19,17.298,6.5,722
116711,Epic,2013-05-15,35.793,6.523,2692
73567,Killer Joe,2012-06-07,15.976,6.5,1375
13649,High School Musical 2,2007-08-17,30.125,6.523,3667
5951,The Jane Austen Book Club,2007-09-09,9.34,6.5,367
2789,The Chronicles of Riddick,2004-06-11,15.761,6.523,3981
877183,The Simpsons in Plusaversary,2021-11-12,20.771,6.522,403
623195,Falling Inn Love,2019-08-29,13.171,6.522,1137
242224,The Babadook,2014-05-22,30.03,6.522,5863
41154,Men in Black 3,2012-05-23,39.209,6.522,10171
11814,Weird Science,1985-08-01,28.144,6.5,1353
9816,Save the Last Dance,2001-01-12,20.809,6.522,1250
9437,Kiss the Girls,1997-09-29,41.673,6.5,1540
4729,The Gendarme Gets Married,1968-10-30,15.495,6.5,546
2360,Saving Grace,2000-01-24,13.0,6.522,407
374465,Things to Come,2016-04-06,8.265,6.5,307
37725,It's a Boy Girl Thing,2006-07-15,22.158,6.521,1026
19277,In Hell,2003-11-24,22.498,6.52,519
11551,Small Soldiers,1998-07-10,24.294,6.519,2076
10126,Colors,1988-04-15,23.781,6.521,452
8338,Blindness,2008-05-14,21.826,6.521,1245
726208,Don't Listen,2020-07-24,14.88,6.52,733
401545,Everybody Knows,2018-05-09,10.519,6.52,945
55721,Bridesmaids,2011-05-13,31.642,6.519,4295
699,For Your Eyes Only,1981-06-24,26.273,6.522,1805
664,Twister,1996-05-10,59.574,6.521,3328
955916,Lift,2024-01-10,83.045,6.519,1139
458534,Rolling to You,2018-03-14,21.445,6.519,745
445040,My Friend Dahmer,2017-11-03,15.935,6.519,569
218425,Frequencies,2013-07-24,8.311,6.519,391
469274,City Hunter,2019-02-06,18.752,6.518,778
246655,X-Men: Apocalypse,2016-05-18,88.062,6.518,12801
186929,Borgman,2013-05-13,12.126,6.518,309
18111,Bride of Re-Animator,1990-09-01,14.665,6.5,434
2148,The Cotton Club,1984-12-14,17.908,6.5,394
532620,Let's Dance,2019-03-27,8.78,6.517,319
399360,Alpha,2018-08-17,36.518,6.517,2515
390054,Sand Castle,2017-04-21,18.613,6.517,782
301365,The Neon Demon,2016-05-31,18.679,6.517,3656
15739,Annie,1982-05-21,29.117,6.517,686
13205,Bambi II,2006-01-26,34.468,6.518,965
11285,Cocoon: The Return,1988-09-13,17.32,6.5,976
492719,Godzilla: City on the Edge of Battle,2018-05-18,18.261,6.5,340
295964,Burnt,2015-10-02,18.981,6.516,3303
43629,Doodlebug,1997-01-01,7.297,6.516,445
11348,Fragile,2005-10-14,15.229,6.517,562
708,The Living Daylights,1987-06-29,31.738,6.516,1731
